ID,var_rpta_alt,Prob_uno
82315#796739#283603,1,0.4345256938000267
305431#830902#249440,0,0.2704308666997562
191287#180650#907480,1,0.6272156830162254
325540#359775#720088,1,0.8926150238618807
104164#870960#209382,0,0.3228283673196366
419790#703117#377225,1,0.328664192078831
385203#322645#760493,1,0.7507024794949269
265204#512277#568065,1,0.9567790917071857
615809#246955#836042,1,0.5225043826380669
492907#833827#246515,1,0.4003040695368481
519426#476099#604243,0,0.14334805500169784
343078#713036#367306,1,0.4449376005297686
579554#254116#828878,1,0.34297769550520035
361606#620091#460251,0,0.2630173874214417
27372#1071120#9222,0,0.2459247668014674
387473#591553#488789,1,0.625741954162954
37054#250623#832376,1,0.4434942796305699
435457#71766#1033297,1,0.4070250898544116
411421#358837#721020,1,0.5141127953244103
331918#253524#829476,1,0.37241192403898477
458587#154497#933618,0,0.239499847734313
200516#1030154#50188,1,0.49542702475041145
424997#233080#849749,1,0.5446876324544463
285438#489840#590502,0,0.30712383754192235
93856#179627#908493,1,0.5132718101909448
313683#1066197#14145,1,0.4467036607302763
305062#707119#373223,1,0.5087299645407708
359813#401620#678296,1,0.4319567664119773
41776#118031#969796,1,0.43056192092289064
549240#754384#325958,1,0.4722876159329586
535662#874906#205436,1,0.4934881085067161
222849#952636#127706,1,0.6115655989453649
444462#266806#816202,1,0.6422194714339877
565253#646348#433994,1,0.38032168083227463
128500#709481#370861,1,0.497677100042069
143808#827882#252460,1,0.3694619539310523
178747#840420#239922,1,0.49388779981062764
397405#791419#288923,0,0.2567422994385057
122191#433493#646635,0,0.24264772077150717
334946#999342#81000,1,0.3252167238809882
466507#983180#97162,1,0.5992961664162357
433096#704351#375991,1,0.7686489775827079
249344#834226#246116,1,0.38201631428434824
586814#756878#323464,1,0.5381274050898276
171889#49153#1055675,1,0.39553072639501285
407152#754948#325394,1,0.4212641787632382
174421#950334#130008,1,0.6478772595101538
435971#408186#671733,1,0.6451801042827525
79401#329544#751154,1,0.6834959844545562
62326#575666#504676,0,0.16172042629272634
191580#608392#471950,1,0.399908853675427
150465#751828#328514,1,0.7744202180963172
13297#802033#278309,1,0.5848320979388313
440173#760775#319567,1,0.4101923236291853
442984#720980#359362,1,0.57881168062711
552594#639992#440350,0,0.31550265426611385
576414#385052#694806,1,0.6691998496158665
560396#1003964#76378,1,0.9455785632949504
544823#866439#213903,1,0.4585414747625045
9194#1025670#54672,1,0.941179280469425
290724#807660#272682,1,0.34012020025330697
530843#263372#819616,1,0.9196928684440826
107783#692087#388255,1,0.47525214140481975
70803#436848#643431,1,0.5144810922371608
211885#802005#278337,1,0.5578535724771795
446279#759798#320544,1,0.41734896914171715
264024#611941#468401,0,0.3090448742733168
193260#980584#99758,1,0.5675466189575054
65778#256218#826766,1,0.3780878200112621
235978#198338#889925,1,0.4374302805869874
590023#172635#915491,1,0.7584570671225845
626504#683556#396786,0,0.30382869293487463
629920#228389#854435,1,0.5488098163323805
197602#1042672#37670,1,0.4990565158954554
412049#142919#945176,1,0.7412351889813842
301748#513514#566828,1,0.4284416940596495
478513#884913#195429,1,0.4195377065980999
193245#606920#473422,1,0.7881154248943563
193290#1006753#73589,0,0.23559863039890996
245382#479944#600398,1,0.4174401492471397
160609#1071834#8508,1,0.46404754039661344
53528#439720#640586,0,0.17865102147249998
202496#564525#515817,1,0.4789656315709768
171737#114820#973000,1,0.5723957891298325
142764#650690#429652,1,0.9391087597436646
72606#984659#95683,1,0.333675030692594
411185#162516#925596,1,0.628561929140288
341009#881844#198498,0,0.2273076330985055
167842#955562#124780,1,0.38966970939128515
243067#574984#505358,0,0.24793824524745922
626457#770963#309379,1,0.542536856933274
258756#854117#226225,1,0.3924477050863743
484081#59049#1045925,1,0.34065438152079386
308602#718574#361768,1,0.33053492541621005
558028#992380#87962,1,0.7044286442709966
596135#186078#902072,1,0.6532794185404547
508953#757667#322675,1,0.7076950020922372
615703#1033661#46681,1,0.6600789655125697
604085#210296#872443,1,0.5677307859748602
344411#1033713#46629,1,0.602705129513829
233656#390359#689528,1,0.5163187557124709
421342#466889#613453,1,0.5847464109866516
529462#841937#238405,1,0.3833138802110185
571571#266868#816140,1,0.96604742449963
191688#781190#299152,1,0.3728711008160166
437311#406043#673881,1,0.3835587423381682
378556#704312#376030,1,0.6210839692396973
538767#202918#882314,1,0.5538551064975832
26822#99896#987887,1,0.4626997740905597
196205#431725#648333,1,0.34303395739680287
302739#817615#262727,1,0.4964274510209132
160709#93679#994096,1,0.6373644127444617
525744#663427#416915,1,0.4929407496061131
279050#364593#715259,1,0.647981961363943
64905#836405#243937,1,0.38330892460089533
86505#1003940#76402,1,0.41113350323169645
226926#815070#265272,1,0.4998597885398188
4952#715767#364575,1,0.5557172499938643
222497#564466#515876,1,0.3677249987767055
239792#803265#277077,1,0.5154971307876942
258485#1009389#70953,1,0.5881833972653712
528548#843013#237329,1,0.42276992787569334
565161#695437#384905,1,0.6698000521221831
193725#201432#886838,1,0.38851084531271796
556430#74452#1030597,1,0.4644485808061759
117243#747538#332804,0,0.273355494829842
589146#541231#539111,1,0.43864093478837457
519745#327951#755191,0,0.3152018771011754
272453#136203#951892,1,0.3776863036489707
131611#188772#899416,1,0.5829952855972429
451059#285315#797742,1,0.3876971877258625
22425#131153#956697,1,0.33482276908529257
468066#724720#355622,1,0.5218690113861134
442485#39868#1065223,1,0.7861176558011963
327062#576575#503767,1,0.4889069476208963
335753#447444#632903,1,0.44521319313100055
617523#49293#1055539,1,0.975937936495548
511266#57511#1047451,0,0.24226666501854802
190167#793871#286471,0,0.281207695105393
237974#1010767#69575,1,0.4793999115906242
320145#632549#447793,1,0.5044773144256889
489136#1012190#68152,1,0.6515006654197575
3563#237773#845204,0,0.08948631747009511
267658#588294#492048,1,0.45238830691749304
192375#110429#977369,1,0.6620620006206183
523253#353498#726371,1,0.8308343588919077
69057#495504#584838,1,0.34498306277981605
349551#194630#893625,0,0.256574577255003
600739#333740#746839,1,0.679893284503339
409228#448641#631716,1,0.4655126783240699
279847#428343#651655,1,0.4222189097896422
162869#316027#767113,1,0.6440692723747091
346121#423681#656302,0,0.21881015574374696
509751#47282#1057541,0,0.3083931496967175
617319#153934#934181,1,0.6980873002416719
560664#652870#427472,1,0.48036173024217493
412532#543787#536555,1,0.4426176678419064
369382#50381#1054486,1,0.5109419056921282
259705#280129#802915,0,0.32365864331009714
371843#126536#961298,1,0.9675737606972943
170522#113848#973966,1,0.35505982092840016
511467#390785#689119,1,0.43038101210738144
267000#767829#312513,1,0.39545572238599586
110199#557243#523099,1,0.9306671544698466
297272#842373#237969,0,0.17934233669201036
325667#327670#755462,1,0.6035427992439627
68545#621556#458786,1,0.36051369869003835
262075#521009#559333,0,0.24240131527324696
514472#896802#183540,1,0.9624147950668438
414665#94755#993019,1,0.3822269175350783
302441#1041849#38493,1,0.4370692566075845
31053#674800#405542,1,0.4715069503898249
132132#498346#581996,0,0.27096381703955813
388231#591252#489090,0,0.23985061155925172
148890#330654#750055,1,0.6929434284456554
404877#867315#213027,1,0.385478290928798
25860#407677#672239,1,0.43514930891143483
417352#882669#197673,0,0.27976935133010566
88593#902546#177796,1,0.32779660447267905
179448#872771#207571,1,0.5721602200225323
116951#290382#792674,1,0.41082374218693823
296565#486890#593452,1,0.36880810464022973
586016#485202#595140,0,0.17345270485233305
278078#765712#314630,1,0.5906121943685431
202842#230807#852028,1,0.624605612743429
458472#880170#200172,1,0.3702281821856898
97672#571299#509043,1,0.34113090950471087
491573#723869#356473,1,0.43220468899484354
109406#223936#858865,1,0.4125291181152981
468707#1036336#44006,1,0.6107798082935871
389813#177271#910839,1,0.7246155479340323
571070#978736#101606,1,0.5542624583048252
600231#319895#763255,1,0.4879809715710951
285438#489857#590485,0,0.2959385624033103
180038#259912#823069,1,0.6704834671911308
396044#217129#865640,1,0.8395374270759186
481918#268829#814184,1,0.9725937078309703
418234#807545#272797,1,0.5253571338253868
51629#1030560#49782,1,0.42485982049924303
115401#238550#844446,1,0.33743864742873364
358294#727484#352858,1,0.7042187220447904
269166#1049501#30841,0,0.07107690991538353
276159#401729#678188,1,0.7378061756128061
542980#42169#1062934,1,0.8419279930373605
53515#158028#930076,1,0.5988927580822847
634586#678806#401536,1,0.45256185308601915
347481#54414#1050534,1,0.33688916625620663
618710#492844#587498,0,0.2987043064998352
260902#604797#475545,0,0.2441822928213523
510838#587867#492475,1,0.9638880407344437
252859#518215#562127,0,0.13997839994932984
116667#482395#597947,1,0.32626705041180853
294765#434843#645349,1,0.6160645396087526
573222#889070#191272,0,0.30604639909550085
623826#267578#815436,1,0.4498987003786057
424866#1053820#26522,1,0.9839522031026601
113541#1062455#17887,1,0.602525962394106
330612#645508#434834,1,0.8510250052723263
362351#182018#906117,1,0.6238342111939933
269078#472727#607615,1,0.425780649742468
599381#222941#859858,1,0.438695712473133
383380#274255#808766,1,0.48246984037938284
199792#860442#219900,0,0.18729184535916063
60233#498443#581899,0,0.30149529002160946
503202#545720#534622,1,0.4976163269241335
259074#475302#605040,0,0.10303862040408658
110295#855296#225046,1,0.6284836233094364
343769#490816#589526,1,0.49344889491342275
510332#890560#189782,1,0.9343133910159223
233229#1029133#51209,1,0.5037076885910681
78469#177776#910341,1,0.5629236157548129
551307#324329#758798,0,0.2757640180351761
533098#885970#194372,1,0.5840241071818753
162118#289400#793661,1,0.3894579146378054
90635#995250#85092,1,0.9382116533778008
31455#821056#259286,1,0.5224338908880388
467139#853719#226623,1,0.5432479396058149
468489#419665#660329,1,0.35305605661580153
518189#224035#858766,1,0.7187895422556068
476798#108883#978914,1,0.5746319743487996
414310#157149#930950,1,0.3283920189805802
576331#929288#151054,1,0.7219801203018349
458443#1016996#63346,1,0.4133648788578855
619095#1077145#3197,1,0.9589818046255402
272432#40961#1064143,1,0.38185641885716043
401867#328010#755135,1,0.4512665391301364
10371#440168#640141,0,0.32420536093788327
352879#735661#344681,1,0.48550989031343833
79008#104895#982878,1,0.6064924034307948
331087#673928#406414,1,0.4267108783820521
617462#1022999#57343,1,0.4493688297747917
592396#760130#320212,1,0.6433547339011711
57691#193328#894919,1,0.6907922413204401
342128#354729#725138,0,0.20028208854058388
485812#117985#969843,1,0.5985062990347132
575711#659934#420408,0,0.22296170835727097
361640#833271#247071,1,0.4720315407222074
217584#1063352#16990,1,0.909586673787239
157612#559657#520685,0,0.2167292535704296
546857#51575#1053366,1,0.3785884503256825
437030#817729#262613,1,0.6079487028983174
19089#243672#839328,0,0.3187824965883228
422817#686399#393943,1,0.519226917947694
300399#1054833#25509,1,0.6127958863573075
550002#775737#304605,1,0.9452910327026158
165004#210666#872079,1,0.49924824526252803
439822#437975#642319,1,0.5666654483154224
204815#1072676#7666,1,0.5445048356997658
91526#790821#289521,1,0.48439495705193736
605171#676220#404122,1,0.7154566769823515
15285#738742#341600,1,0.5585989827585153
261592#619954#460388,1,0.4416011743163218
544288#492171#588171,0,0.3112045617160622
195315#583124#497218,1,0.39345927647674417
295412#455572#624763,1,0.45273320316575
242515#247508#835497,1,0.4166965111739827
88064#303718#779388,1,0.5471594127130576
457599#494453#585889,0,0.3213248119122157
474841#374275#705577,0,0.3160131477317422
415146#757010#323332,1,0.463407371216239
517564#340980#739663,1,0.4715613350830599
123367#833822#246520,0,0.2732873805326327
408622#163871#924246,0,0.3009178247775206
48177#1022559#57783,1,0.42757184856511854
81489#529174#551168,1,0.9631764229169696
13766#359999#719864,1,0.3632645815558277
157803#1037640#42702,0,0.26604235499788004
151037#799684#280658,1,0.45635999160092094
374016#1061112#19230,0,0.2643042869314116
511098#991561#88781,0,0.250952759723945
253953#609916#470426,0,0.24697945499477325
452953#799178#281164,1,0.4178865644638206
550809#888225#192117,1,0.9466812677082205
242351#439259#641046,1,0.3688134808622674
211024#302712#780400,0,0.2387728611771635
269037#512897#567445,0,0.2045329427746761
147616#142951#945146,0,0.2268187525595348
105881#691848#388494,1,0.97891411682037
245732#980784#99558,0,0.2809984166024917
6478#138844#949254,1,0.6671997774386996
514200#494744#585598,1,0.35667700279385073
351734#611298#469044,1,0.4813800586788503
13113#37600#1067462,1,0.34193299639970837
414596#113441#974372,1,0.3434331978162306
94849#213819#868941,1,0.46432660075101545
189418#707207#373135,1,0.6212245025352485
286192#236248#846674,1,0.5210108889762793
96619#143338#944767,0,0.2404857125435831
118617#640670#439672,0,0.25367220282965575
252941#114200#973619,1,0.4172805360179564
205597#433580#646554,1,0.5920958488487797
50564#1021139#59203,1,0.5900701688040592
312853#983741#96601,1,0.8699818660337384
7184#1025055#55287,1,0.33933107060882356
407241#274576#808445,1,0.7357378919231884
384094#97559#990206,1,0.6163106789395816
104081#237972#845007,1,0.3526958925514987
556423#316927#766217,1,0.5219360135883355
310089#608190#472152,0,0.22563198545285126
395948#742019#338323,1,0.42175616211504974
160863#244165#838835,1,0.4764357057997916
180981#706887#373455,1,0.5019145617577709
309117#1006704#73638,1,0.4387862839202958
406558#808358#271984,1,0.7621946711350123
185339#319342#763804,1,0.7250693447679541
161406#294510#788582,1,0.6278035425256747
330782#572165#508177,1,0.3272657240713591
408085#403259#676660,1,0.7268008243195302
216761#795836#284506,1,0.7081889936918532
684#196279#891979,1,0.327846356432784
375985#349801#730957,0,0.20638461962078886
43653#794575#285767,1,0.668099589065362
342144#294072#789014,1,0.46180203815811327
297018#689626#390716,0,0.31117501341365245
474968#182922#905212,1,0.645709387632629
73731#564805#515537,1,0.3916185086750008
320620#869495#210847,0,0.17864299677405143
179417#524487#555855,1,0.394176206409361
331130#231433#851404,1,0.5942496522211687
392610#807409#272933,1,0.6527446383274417
173756#1080273#69,0,0.22272880384443186
486214#290766#792289,1,0.4515786924298825
413628#253191#829811,0,0.2006503373127284
260639#101179#986596,1,0.5080113043560137
86226#538123#542219,1,0.5316960248403357
414271#380952#698906,1,0.37495355033294164
109705#1023069#57273,1,0.48799470814298546
558167#665747#414595,1,0.8596688040065789
22965#995001#85341,1,0.6744981413138431
326466#313738#769400,1,0.5029515896790666
255679#619494#460848,0,0.22110479049850915
317953#363751#716099,1,0.4330875450579176
588997#736661#343681,1,0.3302161864669968
494018#634046#446296,1,0.3711184944166733
283935#841846#238496,1,0.35792441084059295
299809#348685#732062,1,0.39549510609108607
166379#754925#325417,1,0.556890606750869
107137#834646#245696,1,0.7216644367000924
480348#326137#756999,1,0.5806827628648005
528424#657123#423219,0,0.27531756430181314
278006#276715#806313,1,0.6529105904989518
147142#206072#879204,1,0.3991980419189411
62176#667514#412828,1,0.659955908086388
158414#843646#236696,1,0.6179989968302616
631123#661653#418689,1,0.6241327745153828
319482#187286#900868,1,0.46785602806501847
615346#392209#687692,1,0.6562878809148556
421579#198183#890080,1,0.5696152147370501
55361#815452#264890,1,0.42910113002916234
561630#383562#696291,0,0.13394689058958828
410424#982671#97671,1,0.4427034980059865
422759#459066#621275,1,0.7045628663817516
376724#960205#120137,1,0.5589967513288241
443739#447749#632602,1,0.36467250458581785
623274#451313#629047,1,0.4643044604530235
235534#766242#314100,1,0.531132769240055
582662#159261#928847,1,0.5227173194704283
422027#58614#1046368,1,0.6666413045655744
330358#751392#328950,1,0.728279621575106
277187#977764#102578,1,0.3308849806045096
329317#684952#395390,1,0.713930686490663
22158#838763#241579,1,0.5418655582431275
467714#373328#706525,1,0.46531518246802156
376375#533174#547168,1,0.3792626649499106
227024#848188#232154,0,0.3110949428103274
93370#941779#138563,0,0.30874677981600157
7363#675879#404463,0,0.17505129678839826
609581#441353#638962,1,0.5008042287985239
267846#141852#946250,0,0.2876501435816312
585118#89080#1016225,0,0.25660450133536566
564292#227700#855130,1,0.5067018179139023
371376#1038285#42057,1,0.6226395072343248
533838#1027894#52448,1,0.3658992026726495
257264#628776#451566,1,0.9041551083455742
582850#426428#653551,1,0.41713353118085594
21270#545924#534418,0,0.09696147715609257
415378#189984#898251,0,0.11950353359811991
228750#416585#663409,0,0.16009766878099005
35737#1026553#53789,1,0.48325448565754753
407900#373435#706417,1,0.7091513922534796
570061#824361#255981,1,0.3952013364896483
384772#619835#460507,1,0.4689731370383029
587320#401804#678110,1,0.6187915100157697
297871#152622#935476,1,0.6605025866265951
226417#944009#136333,1,0.3631490041843295
259859#482034#598308,0,0.2813572449642855
424583#750022#330320,1,0.9782123949967251
291129#868048#212294,1,0.35315284009138365
26394#928261#152081,1,0.34717604286657516
529847#1015314#65028,1,0.4372395582156473
26589#743853#336489,1,0.6318432350152464
427801#827156#253186,1,0.47207583506840034
324481#1051035#29307,1,0.44100421702637543
26875#406006#673918,1,0.35761772296268934
360425#254596#828395,1,0.5391195725292918
361487#552930#527412,1,0.41131469411841176
416891#286078#796988,1,0.7323751269299686
239357#383195#696656,1,0.4873281009442648
66558#651989#428353,1,0.44078388469321544
570481#879621#200721,0,0.10593530043560331
518245#638127#442215,1,0.6536980463971723
220198#711531#368811,1,0.6388444490201242
415992#137860#950245,1,0.6882821519356769
123458#188898#899295,1,0.6144043987654007
188117#176240#911859,1,0.4444462349550553
374885#731119#349223,1,0.5469607173666614
585901#1012915#67427,1,0.46064390618032774
97734#615021#465321,1,0.3815751570895484
215554#371400#708449,1,0.5056963382846522
204446#872456#207886,1,0.5845260391321738
538596#295404#787691,1,0.5419702618217559
581047#571401#508941,1,0.5096168181544883
471392#188260#899907,1,0.42053846937708855
31136#508275#572067,1,0.9624272826711383
442733#994954#85388,1,0.47876566559407097
400640#424156#655828,1,0.6257134957211572
13946#35059#1069994,1,0.6996749828761247
332489#644848#435494,1,0.44498389171215214
468489#274365#808658,1,0.32756042273026603
265200#599737#480605,1,0.48285703632425225
442252#1056967#23375,1,0.48205235631442134
359358#39304#1065792,1,0.9319623659067549
275715#86519#1018746,0,0.2003268273152476
547986#54786#1050162,1,0.3824857681228301
613537#658628#421714,1,0.5315665795619745
410846#438101#642199,1,0.47265890486356293
601682#165729#922390,1,0.37798723532833983
56595#995686#84656,1,0.4752165237789232
441644#513463#566879,0,0.3052074824119331
266267#997300#83042,1,0.6965330809136879
312121#691737#388605,0,0.2931807485839353
282578#657322#423020,1,0.5191048570479797
549130#754749#325593,1,0.6243775756041583
23044#595773#484569,1,0.9343647926737202
8904#876197#204145,1,0.45164876205362553
608055#858464#221878,1,0.9535541263661856
30736#710154#370188,1,0.9740333914371045
343763#57279#1047678,0,0.2276225053602179
341810#372751#707102,1,0.7711923153859557
306867#832727#247615,0,0.12909145437305905
627219#333805#746776,1,0.6708384508749199
209171#464607#615735,1,0.8603844681477052
532133#487488#592854,1,0.43073393489167533
461440#636422#443920,1,0.35811882627866287
421280#144480#943618,1,0.6193661801419796
412885#1048245#32097,1,0.5638317217656444
273624#612662#467680,1,0.5038183753995195
21823#508250#572092,1,0.5761073981051644
88673#120964#966860,1,0.7377023935749748
575098#819118#261224,1,0.6047859338467603
325916#983991#96351,1,0.5495411070825654
114067#229388#853449,1,0.6427151837573158
547378#837724#242618,1,0.3334006996004534
136729#529893#550449,1,0.6426141478043861
341518#918377#161965,0,0.2785191562787445
300634#527961#552381,1,0.603313935577701
393586#1006371#73971,1,0.517092918523092
232918#1077320#3022,1,0.6263609339621494
493783#343750#736927,1,0.5703834755854278
226275#87646#1017633,1,0.46050760824851833
390458#383792#696064,1,0.5991126771412041
330293#60687#1044290,1,0.5407384911532105
2413#134449#953602,1,0.35324815265817694
497811#816589#263753,1,0.5076340249815343
8084#948207#132135,0,0.2444352807448673
416403#127167#960674,1,0.484293295483103
413305#556072#524270,1,0.392291463673487
382092#1053576#26766,1,0.33265331575318047
30772#868835#211507,0,0.18173636846660657
327648#214397#868362,0,0.227491746697444
137403#160582#927524,1,0.4244917869448109
483682#871050#209292,1,0.3527621525818358
364761#194174#894079,0,0.2988492070176516
153584#403685#676236,1,0.4281411249882498
350798#967040#113302,1,0.6540199206530369
362468#1007180#73162,1,0.4053549984129778
614966#772832#307510,0,0.2921684559254094
307174#945696#134646,1,0.9829266253457934
193245#606903#473439,1,0.7118487926924039
274768#1065429#14913,0,0.3162214617381611
190134#727871#352471,1,0.6348680726805727
439167#657956#422386,1,0.47086612449039533
54694#387709#692145,1,0.6922671084065803
445121#362031#717826,1,0.3531330913384825
524860#654963#425379,0,0.18620222058122768
394347#620268#460074,0,0.2707905529595175
395162#792176#288166,1,0.9663373868149645
521559#647558#432784,1,0.5026118383391058
208505#753148#327194,1,0.5114233185021795
631828#168657#919475,1,0.46216280814218186
258901#270643#812362,1,0.624966569918187
510626#127530#960320,1,0.4881365609152477
263255#668938#411404,1,0.5162634450424323
262250#1049778#30564,1,0.7100708444852537
135687#657693#422649,1,0.4328980971041118
284363#1007088#73254,1,0.4697993710254141
492903#114644#973178,1,0.33032021797534983
257585#284368#798691,1,0.4846268583422977
32996#459718#620625,1,0.9274617676672273
112446#845359#234983,0,0.22956473878339828
437387#177405#910709,1,0.7091544961350038
291173#1020710#59632,1,0.6030345550702868
26138#954250#126092,1,0.5753312659542185
232047#953461#126881,1,0.5147576653783622
444014#731577#348765,1,0.5670132873938941
307444#555614#524728,0,0.039032290531390346
332619#168068#920065,1,0.6803747680031731
561066#483305#597037,0,0.18937949870350973
388013#1071447#8895,1,0.6386034227079264
556861#155325#932780,1,0.4604043505519671
178632#144452#943646,0,0.23977247995516293
140071#233543#849289,1,0.5971160153538642
279619#895321#185021,1,0.4659213962659402
395897#403620#677432,0,0.30115821809860943
409709#890088#190254,0,0.19212556718388393
411738#1004988#75354,1,0.3974887845116386
517900#1024751#55591,1,0.5321900939353014
379248#239289#843725,1,0.601895156145709
145253#522594#557748,1,0.44008548396722286
319930#447011#633338,1,0.5153840972343511
295574#1033665#46677,1,0.7497820819728012
50042#844831#235511,1,0.618700907302398
465238#242347#840668,0,0.3065588853551948
612509#63398#1041598,0,0.20455022391709674
127489#137111#950993,1,0.32548972672346255
391435#609419#470923,1,0.9809951635568628
619993#1063457#16885,1,0.5105886093529355
139046#461482#618859,1,0.5047471973052066
75499#187193#900958,1,0.572243380570695
19987#643075#437267,1,0.42436252053872636
254617#615597#464745,0,0.21271925083345472
578387#1038307#42035,1,0.714796833370028
132839#689199#391143,1,0.5959940637979131
549150#776797#303545,1,0.3982288648833033
120657#372148#707706,1,0.37666615179314933
214453#490947#589395,1,0.5371024022467603
168827#137766#950339,1,0.508244049802913
363484#1001241#79101,1,0.3970364191988375
152927#322858#760278,0,0.2141617715149687
302769#507421#572921,0,0.033169677092586995
429633#1055170#25172,1,0.45053600408636674
110391#150584#937512,1,0.5637043895457456
83653#446983#633366,1,0.5149870003364247
479496#860739#219603,1,0.7574583711380191
107282#686597#393745,1,0.5009054646213996
533606#502359#577983,1,0.49269731288508345
163867#176022#912076,1,0.3773412132954142
548786#262922#820066,1,0.5271875608655965
515199#944883#135459,1,0.41743910237227894
494442#725631#354711,1,0.4666568669816464
320212#310166#772974,1,0.4225044853262402
504849#49103#1055724,0,0.27263658021155185
496107#739796#340546,1,0.590266187317378
304596#567434#512908,1,0.9421625096572744
130346#977557#102785,0,0.12893396753665823
11958#332108#748458,1,0.534201297615737
71819#168107#920026,1,0.3396387684664121
271934#597704#482638,1,0.9058809442929886
477200#637125#443217,1,0.5591060711962589
577822#356780#723082,1,0.4749443570076306
277712#1009691#70651,1,0.5233409117699519
558356#346884#733827,1,0.34621972589505573
334004#413417#666498,1,0.6114359056298343
229256#1068868#11474,1,0.5864137841154365
12007#517397#562945,0,0.2759943846826076
498592#801128#279214,1,0.3438871688794011
548647#1018504#61838,1,0.4777713035379612
625471#304360#778746,1,0.6461784579961328
370681#61477#1043507,1,0.42486489704849156
521149#335634#744951,1,0.6448144606776239
411229#749020#331322,1,0.6113951000540712
264672#604137#476205,0,0.1685518222250331
562622#379133#700723,0,0.3146511680886058
222668#732087#348255,1,0.576816826575991
536485#385664#694188,1,0.39557062517347413
74860#785059#295283,1,0.5956460378782421
573419#261084#821898,1,0.5555052285583406
556800#250239#832758,1,0.5799565635493542
528402#118549#969284,1,0.5089450426708481
2319#101519#986252,1,0.5079930421382122
85634#395896#684011,1,0.6482223559277502
78228#725516#354826,1,0.40221896880393077
284500#117619#970205,1,0.4376005686535866
55919#961289#119053,1,0.5899939254605899
300504#313325#769810,1,0.38931116823511436
617549#450832#629534,0,0.30130860153769085
342901#407289#672627,1,0.5650707739196311
188579#447618#632729,1,0.3571359722292407
464639#824010#256332,1,0.5276531607150436
260171#198339#889924,1,0.6930035379602306
227552#720742#359600,1,0.45161959159474174
520024#295694#787404,1,0.4758818981695639
89495#1026037#54305,1,0.480116482830216
195977#249584#833417,1,0.38630023423939236
507825#160612#927495,1,0.513644141483189
439737#361239#718623,1,0.43216214558453825
47355#285913#797152,1,0.5818984056732368
386315#336134#744453,1,0.5523640083825735
612460#223365#859434,1,0.5718600499213964
187834#1004142#76200,0,0.28741880400203396
597213#378962#700895,1,0.3847157952530519
598095#644292#436050,1,0.5584714005770436
363114#267818#815192,0,0.300044927391307
255383#604662#475680,0,0.20870325562114372
228864#845241#235101,1,0.46578489791146355
594029#211623#871132,1,0.4691079047881058
508010#97774#989992,1,0.5176331287260885
366749#713173#367169,1,0.41037031330181567
